name,rating,category,price_wna,city,address
Coco Bistro Sanur,4.5,Pizza,300000.0,Denpasar,"Jl. Duyung Semawang, Sanur, Denpasar 80228 Indonesia"
Karang Restaurant,5.0,International,300000.0,Badung,"Jalan Karang Mas Sejahtera At Ayana Segara, Jimbaran 80361 Indonesia"
Al Diwan Bali,4.5,Lebanese,300000.0,Badung,"Jl. Petitenget no. 99X Jl. Petitenget No 99X, Kuta 80361 Indonesia"
Kayunan Warung and Coffee,5.0,Cafe,100000.0,Gianyar,"Jl. Hanoman No.7, Ubud 80571 Indonesia"
Kayo Manis,4.5,European,300000.0,Denpasar,"Jln. Tandakan 6 Shindu, Sanur, Denpasar 80228 Indonesia"
Cockatoo International Bar & Restaurant,4.5,Asian,300000.0,Badung,"Jl. Pantai Mengiat No.7A, Kuta Selatan 80361 Indonesia"
Hujan Locale,4.5,Asian,300000.0,Gianyar,"Jl. Sri Wedari No.5, Ubud 80571 Indonesia"
Gourmet Sate House,4.5,Indonesian,100000.0,Badung,"Jl. Dewi Sri no. 101, Kuta 08361 Indonesia"
Warung Babi Guling Pande Egi,4.5,Asian,100000.0,Gianyar,"Banjar Pande, Beng, Gianyar 80513 Indonesia"
Taco Casa,4.5,Mexican,100000.0,Badung,"Jalan Petitenget, Seminyak 80361 Indonesia"
Pasar Senggol,4.5,Seafood,300000.0,Badung,"Grand Hyatt Bali, Kawasan Wisata Nusa Dua BTDC, Nusa Dua, Benoa 80363 Indonesia"
Azure Beach Club & Restaurant,5.0,Mediterranean,500000.0,Denpasar,"Kelan Beach, Jl. Segara Madu, Tuban, BALI, Kabupaten Badung, Bali 65v8+rp, Denpasar 80361 Indonesia"
Galanga,4.5,Asian,300000.0,Karangasem,"Jl. Raya Amed, Karangasem 80853 Indonesia"
Wanaku Seafood & Chinese Restaurant,4.5,Chinese,300000.0,Badung,"Jl. Kediri No.45A, Tuban, Kuta 80361 Indonesia"
The Bare Bottle Sanur,5.0,Cafe,100000.0,Denpasar,"Jl. Cemara, Sanur, Denpasar 80228 Indonesia"
Fat Tony's,5.0,American,100000.0,Badung,"Jl. Sriwijaya no. 28, Kuta 80361 Indonesia"
Olive Mediterranean Cuisine,4.5,Lebanese,100000.0,Gianyar,"Jl. Tirta Tawar No.31 at the corner of Jl. Monkey Forest and Jl. Bisma, Petulu, Ubud 80571 Indonesia"
Coco Penida Bar & Restaurant,4.5,Bar,100000.0,Klungkung,"Jl. Ped - Buyuk, Ped 80771 Indonesia"
La Brasserie,5.0,French,300000.0,Badung,"Jl. Bukit Permai No.8,, Jimbaran 80361 Indonesia"
Sala Bistro,4.5,Cafe,300000.0,Denpasar,"Jl. Danau Tamblingan No. 180 Intersection of Hyatt Regency & Pantai Duyung, Sanur, Denpasar 80222 Indonesia"
Kayuputi Restaurant,4.5,Seafood,500000.0,Badung,"Lot S6 The St. Regis Bali Resort, Nusa Dua, Benoa 80363 Indonesia"
Warung Babi Guling Pak Malen,4.0,Asian,100000.0,Badung,"Jl. Sunset Road no. 554 Depan Kuta Point, Seminyak 80361 Indonesia"
Pizzaria,4.5,Italian,300000.0,Denpasar,"Jl. Danau Tamblingan No.89 Hyatt Regency Bali, Sanur, Denpasar 80228 Indonesia"
The Lokal 80361,4.5,Bar,300000.0,Badung,"Jl. Sahadewa no. 13D, Legian 80361 Indonesia"
La Terrazza Uluwatu,4.5,Italian,100000.0,Badung,"Jalan Pantai Suluban, Pantai Suluban Downstairs To Single Fin, Pecatu 80361 Indonesia"
Gooseberry,5.0,French,300000.0,Badung,"Gang Pirta, Pecatu 80361 Indonesia"
Matahari Tulamben Restaurant,4.0,International,300000.0,Karangasem,"Jl. Kubu-Abang, Tulamben Indonesia"
"Ohana Restaurant, Bar & Kidsparadise",5.0,International,300000.0,Badung,"Jl Raya Uluwatu 8, Ungasan 80361 Indonesia"
Milk & Madu Berawa,4.5,Pizza,300000.0,Badung,"Jl. Pantai Berawa No 52, Tibubeneng 80361 Indonesia"
Tavern De Bali Sport Bar and Restaurant Nusa dua,4.5,Mexican,100000.0,Badung,"Jl. Nusa Dua no. 60 Main Gate ITDC, Nusa Dua, Benoa 80361 Indonesia"
Balique Restaurant,4.5,Mediterranean,300000.0,Badung,"Jl. Uluwatu no. 39 (almost in front of Intercontinental Hotel), Jimbaran 80361 Indonesia"
Warung Kampungku Bali,5.0,Chinese,100000.0,Badung,"Jalan Siligita No. 88, Nusa Dua, Benoa 80361 Indonesia"
Ulam Restaurant,3.5,Seafood,300000.0,Badung,"Jl. Pantai Mengiat No.14, Nusa Dua, Benoa 80363 Indonesia"
Merlin's Magic Ubud,4.0,Italian,500000.0,Gianyar,"Jl. Raya Pengosekan Ubud No. 108, Ubud, Kecamatan, Ubud 80571 Indonesia"
Lidah Lokal,5.0,Asian,300000.0,Denpasar,"Jl. Kusuma Sari No 1, Sanur, Denpasar 80227 Indonesia"
Skai Bar & Grill,5.0,Mediterranean,300000.0,Badung,"Jl. Padma No. 1 Legian - Bali 80361 Indonesia, Legian 80361 Indonesia"
"AKUA de Bilbao, Spanish Tapas Restaurant",4.5,Seafood,300000.0,Badung,"Jl. Pemelisan Agung No.27 Jimbaran Beach, Jimbaran 80361 Indonesia"
Amici Bali,5.0,Italian,500000.0,Badung,"Jl. Petitenget No.19x,, Kerobokan Kelod 80361 Indonesia"
Lilla Warung,4.5,European,100000.0,Denpasar,"Jalan Bumi Ayu 6, Sanur, Denpasar 80228 Indonesia"
Warung Coconut Tree,4.5,Bar,100000.0,Denpasar,"Jln. Danau Tamblingan no. 68, Sanur, Denpasar 80228 Indonesia"
Umah Pizza,4.0,Italian,100000.0,Gianyar,"Jl. Bisma-Ubud-bali, Ubud 80571 Indonesia"
Terrasse du Lac Tamblingan Sari,4.5,International,300000.0,Buleleng,"Tamblingan Lake Road Tamblingan, Munduk, singaraja , Bali, Munduk, Banjar 81152 Indonesia"
The Fire Station,4.5,Grill,300000.0,Denpasar,"Jl.Danau Poso 108, Sanur, Denpasar 80227 Indonesia"
Namaskar Thali in Bali,5.0,Indian,300000.0,Badung,"Jl. Kunti 1 No.7A Bali, Seminyak 80361 Indonesia"
Mai-Mai Restaurant Seminyak,4.5,Southwestern,100000.0,Badung,"Jl. Kayu Aya no. 156B Jl. Kayu Aya,pertokoan Kayu Aya Square No.15, Seminyak 80361 Indonesia"
Byrd House Bali,4.0,Bar,300000.0,Denpasar,"Jl. Segara Ayu, Sanur, Denpasar 80228 Indonesia"
Raja Bali Restaurant Nusadua,5.0,Asian,300000.0,Badung,"Jl. Nusa Dua Before Nusa Dua Main Gate, in the left side, Nusa Dua, Benoa 80361 Indonesia"
Lemongrass Thai,4.0,Asian,300000.0,Badung,"Jl. Melasti, Legian 80361 Indonesia"
Juggan Sky,5.0,Bar,300000.0,Gianyar,"Jalan Katik Lantang, Singakerta, Ubud 80571 Indonesia"
ENVY Bali,4.5,International,300000.0,Badung,"Jl. Wana Segara no. 33 Holiday Inn Resort Baruna Bali, Kuta 80361 Indonesia"
Crystal Blue Ocean Grill,5.0,Seafood,500000.0,Badung,"Jl. Pura Barong-Barong Samabe Bali Suites & Villas, Nusa Dua, Benoa 80363 Indonesia"
Warung Tradisi Ubud,5.0,Asian,100000.0,Gianyar,"Jl.goutama.no.20 Ubud Br.padangtegal Kaja, Ubud 80571 Indonesia"
Mrs Sippy Bali,4.0,Bar,300000.0,Badung,"Jl. Taman Ganesha Gang Gagak 8, Seminyak 80365 Indonesia"
Zanzibar Restaurant,4.0,Italian,300000.0,Badung,"Jl. Double Six, Legian 80361 Indonesia"
Kebafel Restaurant,5.0,Fast Food,100000.0,Gianyar,"Jl. Goutama Selatan, Ubud 80571 Indonesia"
Seasalt,4.5,Seafood,300000.0,Karangasem,"Jl. Raya Buitan Alila Manggis, Manggis 80871 Indonesia"
Livingstone Holyground,5.0,American,300000.0,Gianyar,"Jl. Raya Andong No.88x, Peliatan, Kecamatan Ubud 88x, Gianyar 80571 Indonesia"
Warung Kecil,4.5,Asian,100000.0,Denpasar,"Jl. Duyung no. 1, Sanur, Denpasar 80228 Indonesia"
Soul Bites,5.0,Mexican,300000.0,Gianyar,"Jl. Raya Pengosekan, Ubud 80571 Indonesia"
Glaze Bali,4.5,European,300000.0,Badung,"JL Pratama, Tanjung Benoa 97, Tanjung Benoa 80363 Indonesia"
St-Jacques,5.0,Seafood,500000.0,Badung,"Jl. Umalas 1 no. 7, Kerobokan Kelod 80361 Indonesia"
Hongalia Ubud,4.5,Chinese,100000.0,Gianyar,"Jl. Jatayu Jalan Raya Mas, Ubud 80571 Indonesia"
Biji World,4.5,Japanese,100000.0,Gianyar,"Jl. Raya Mas, Mas, Ubud 80571 Indonesia"
Dining Corner Restaurant,5.0,Southwestern,500000.0,Gianyar,"Jl. Raya Sayan, Ubud Kayumanis Ubud Private Villa & Spa, Ubud 80571 Indonesia"
COMO Beach Club,4.5,International,300000.0,Badung,"Jl. Pantai Batu Mejan, Canggu 80361 Indonesia"
Mr. Bob Bar and Grill Nusa Dua,4.5,Italian,300000.0,Badung,"Jl. Pratama No.808 Before Nusa Dua Main Gate, in the left side, no 555, Nusa Dua, Benoa 80363 Indonesia"
Warung Babi Guling Ibu Oka 3,3.5,Asian,300000.0,Gianyar,"Jl. Tegal Sari no. 2, Ubud 80571 Indonesia"
Dolce Vita Bali,5.0,Italian,300000.0,Badung,"Jl. Kartika Plaza n.8, Kuta 80361 Indonesia"
CasCades Restaurant,4.5,International,500000.0,Gianyar,"Jln. Lanyahan, Br. Nagi, Ubud 80571 Indonesia"
The Kelusa at Samsara Ubud,5.0,International,300000.0,Gianyar,"Banjar Ayah, Kelusa, Payangan 80572 Indonesia"
Capri Bali,4.5,Italian,300000.0,Badung,"Jalan Camplung Tanduk N3, Seminyak Indonesia"
Rosalita's Cantina Bali,5.0,Mexican,300000.0,Badung,"Jl. Kayu Aya No.100, Kabupaten Badung Seminyak Square Kompleks Units 1c & 2c, Seminyak 80361 Indonesia"
Nusa By Suka - Nusa Dua,4.5,Bar,300000.0,Badung,"Jl. Kw. Nusa Dua Resort, Nusa Dua, Benoa 80361 Indonesia"
Warung Dolphin,4.5,Seafood,100000.0,Buleleng,"Jl. Laviana near Hotel suma End of the road, directly in front of the beach, Anturan, Lovina Beach 81151 Indonesia"
Moksa Ubud Plant-based Cuisine & Permaculture Garden,4.5,Asian,300000.0,Gianyar,"Puskesmas Ubud II, Gg. Damai, Ubud 80571 Indonesia"
Spice Mantraa Seminyak,4.5,Indian,500000.0,Badung,"Jl. Petitenget no.2000 X Seminyak, Kerobokan Kelod 80361 Indonesia"
The Flamingo Bali Beach Club,4.5,Bar,300000.0,Gianyar,"Jl. Pantai Saba, Saba, Blahbatuh 80581 Indonesia"
Roosterfish Beach Club,5.0,Bar,300000.0,Badung,"Jl. Pantai Pandawa Kutuh, Kuta Selatan, Kutuh 80361 Indonesia"
Laka Leke Restaurant,4.5,Asian,300000.0,Gianyar,"Nyuh Kuning, Ubud 80571 Indonesia"
The Public Gourmet,5.0,Cafe,100000.0,Badung,"Jl. Dharmawangsa No. 19A Kampial, Nusa Dua, Benoa 80361 Indonesia"
Green Melon Warung,5.0,Asian,100000.0,Karangasem,"Jl. Raya Amed, Bunutan, Karangasem 80852 Indonesia"
Sinssihwaro Korean BBQ,4.5,Korean,300000.0,Gianyar,"Jl. Goutama Selatan No.2, Ubud 80571 Indonesia"
WAHAHA Jimbaran,4.0,Barbecue,300000.0,Badung,"Jl. Wanagiri Samasta Lifestyle Village, Jimbaran Indonesia"
Shotgun Social Bali,4.5,Bar,300000.0,Denpasar,"Jl. Pantai Sindhu No.11, Sanur, Denpasar 80228 Indonesia"
Nude Canggu,4.5,Cafe,300000.0,Badung,"Jl. Pantai Berawa No. 33, Tibubeneng 80361 Indonesia"
Mumbai Kitchen,5.0,Bar,300000.0,Badung,"Jalan Pantai Berawa Finns Beach Club, Canggu 80361 Indonesia"
Bonito Fish Bar,5.0,Seafood,300000.0,Badung,"Jl. Bumbak Dauh No 5, Kerobokan Kelod 80361 Indonesia"
Lynked Restaurant Ubud,5.0,International,300000.0,Gianyar,"Jalan Raya Ubud, Ubud 80571 Indonesia"
Santorini Greek Restaurant Kuta,4.5,Mediterranean,100000.0,Badung,"Jl. Poppies 1 Gg. Sorga, Kuta 80361 Indonesia"
Edogin,4.5,Japanese,500000.0,Badung,"Jl. Raya Nusa Dua Selatan, Kawasan Sawangan The Mulia Resort, Nusa Dua, Benoa 80361 Indonesia"
Younghee Bali,5.0,Asian,500000.0,Badung,"Jl. Lebak Sari No. 77, Petitenget, Kuta Utara., Kerobokan Kelod 80361 Indonesia"
Uno Italian & Seafood Restaurant,4.0,Italian,300000.0,Badung,"Bali Collection Kawasan Pariwisata, Komplek BTDC, Nusa Dua, Benoa 80363 Indonesia"
Gala More,5.0,Asian,100000.0,Badung,"Jl. Kartika Plaza Gg. Samudra, Kuta Indonesia"
Ubud Natural,5.0,American,100000.0,Gianyar,"Jl. Sri Wedari No.8 Tegallantang, Ubud 80571 Indonesia"
Copenhagen Canggu,4.5,Cafe,100000.0,Badung,"Jl. Canggu Padang Linjong No.71a, Canggu 80361 Indonesia"
Blue Terrace Restaurant,4.5,International,300000.0,Badung,"Jl. Labuansait, Pecatu 80364 Indonesia"
Standing Stones Beach Restaurant,4.5,International,300000.0,Gianyar,"Jl. Pantai Purnama The Royal Purnama Villas, Gianyar 80582 Indonesia"
Tipsy Pigs,5.0,Bar,100000.0,Tabanan,"Jl. Pantai Kedungu No. 7, Belalang, Kediri 82121 Indonesia"
Bamboo Bar & Grill,4.5,Bar,300000.0,Badung,"Jl.Kartika Plaza Next to Waterbohm opposite discovery mall, Kuta 80361 Indonesia"
White Orchid,4.5,Cafe,300000.0,Denpasar,"Jl. Danau Tamblingan no. 85, Sanur, Denpasar Indonesia"
"Banyubiru Restaurant at The Laguna, Bali",4.5,International,300000.0,Badung,"The Laguna, a Luxury Collection Resort & Spa, Nusa Dua, Bali Kawasan Pariwisata Nusa Dua Lot N2, Nusa Dua, Benoa 80363 Indonesia"
Sun de Bisma,5.0,Seafood,300000.0,Gianyar,"Jl. Bisma No.30, Ubud 80571 Indonesia"
Yogi's Paradise and Grill,4.5,Seafood,300000.0,Badung,"Jl. Bunut Sari No.3 Kuta, Legian 80361 Indonesia"
Sushimi Seminyak Bali,4.5,Japanese,300000.0,Badung,"Jl. Camplung Tanduk No. 4X, Seminyak 80361 Indonesia"
Bamboo Kitchen Ubud,5.0,Asian,100000.0,Gianyar,"Br Bangkiang Sidem, Ubud 80561 Indonesia"
WOODS,5.0,Healthy,300000.0,Badung,"Jalan Munduk Tengah No.8, Pererenan, Canggu 80351 Indonesia"
Bella Italia Sanur,4.5,Italian,300000.0,Denpasar,"Jl. Cemara no. 72, Sanur, Denpasar 80221 Indonesia"
Atlas Kitchen,5.0,Chinese,100000.0,Badung,"Jl. Petitenget Gang Kecapi no. 7, Seminyak 80361 Indonesia"
"Shichirin Canggu, Japanese Teppanyaki Berawa by Wonderspace",5.0,Japanese,300000.0,Badung,"Jl. Pemelisan Agung Pantai Berawa No.88 Kuta Utara, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali, Canggu 80361 Indonesia"
Indus Restaurant,4.0,Contemporary,300000.0,Gianyar,"Jl. Raya Sanggingan No.88X, Ubud 80571 Indonesia"
Clover Cafe Ubud,5.0,Bar,300000.0,Gianyar,"Jl. Penestanan, Sayan, Kecamatan Ubud, Kabupaten Jl. Penestanan, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali, Ubud 80571 Indonesia"
Chops & Hops,4.5,Steakhouse,100000.0,Karangasem,"Jl. Raya Kubu Amplapura Ocean Sun Dive Resort Tulamben, Tulamben 80853 Indonesia"
Kemukus Restaurant,5.0,Bar,500000.0,Gianyar,"Jalan Cinta, Ubud 80561 Indonesia"
Nana's Pool & Bar Sidemen,5.0,Bar,100000.0,Karangasem,"Jl. Sidemen Jumpungan No.Mor 2, Sidemen, Karangasem 80864 Indonesia"
Ubud Humanity Dinner Show At Lemuria - The Lost City,4.5,Bar,300000.0,Gianyar,"Jalan Carmazzi Next To Avalon Castle Ubud, Ubud Indonesia"
La Vecchia Tana by Italycafe,5.0,Italian,300000.0,Badung,"Jl. Batu Belig no. 88, Kerobokan 80361 Indonesia"
Costa By Monsta,4.5,Italian,300000.0,Denpasar,"Jl. Cemara No.3, Sanur, Denpasar 80227 Indonesia"
The Bistrot,4.5,French,300000.0,Badung,"Jl. Kayu Aya no. 117 (In Front of Red Carpet), 80361 Indonesia"
Royal Orchid Resto,5.0,Italian,300000.0,Badung,"Jl. Pratama Royal Orchid Spa, Tanjung Benoa 80362 Indonesia"
Dulang at The St. Regis Bali Resort,5.0,Asian,500000.0,Badung,"Lot S6, Nusa Dua, Benoa 80363 Indonesia"
Big Fish Grill,5.0,Bar,300000.0,Badung,"Jalan Raya Pantai Kuta,, Legian 80361 Indonesia"
Rice Terrace Cafe,3.5,Cafe,300000.0,Gianyar,"Ceking Tegallalang, Ubud Indonesia"
OPIA Dining Destination,5.0,International,300000.0,Badung,"Bukit Permai No. 2, Jimbaran 80363 Indonesia"
Little Singapore By Chef Bernard,5.0,Seafood,300000.0,Badung,"Jl. Umalas 1, Gang XXV Block A No 8B Kerobokan Kelod, Kec. Kuta, Kabupaten Badung,, Kerobokan Kelod 80361 Indonesia"
Frankensteins Laboratory,4.5,Bar,300000.0,Badung,"Jl. Dhyana Pura no. 6, Seminyak 80361 Indonesia"
Paoman Restaurant,5.0,Bar,300000.0,Gianyar,"Jl. Raya Bresela, Gianyar Inara Alas Harum, Taro, Gianyar 80572 Indonesia"
Batujimbar Cafe,4.0,Cafe,300000.0,Denpasar,"Jalan Danau Tamblingan 75A, Sanur, Denpasar 80228 Indonesia"
The Barn,5.0,Bar,300000.0,Badung,"8 Jalan Lingkar Nelayan, Canggu 80361 Indonesia"
Gloriam Grills & Glamour (Gloriam Restaurant),5.0,Italian,300000.0,Badung,"Jalan Lebak Sari No. 25B Petitenget, Badung, Seminyak 80361 Indonesia"
Warung Old Brick,4.5,International,100000.0,Denpasar,"Gang Penjor Agung No.2, Sanur, Denpasar 80228 Indonesia"
Bacaro Pizza,5.0,Italian,300000.0,Badung,"Jl. Pantai Berawa No. 77, Canggu 80361 Indonesia"
Tabu,4.0,Mexican,300000.0,Badung,"Jl. Labuansait No.10, Pecatu 80361 Indonesia"
Warung Nasi Ayam Bu Oki,4.0,Asian,100000.0,Badung,"Jl. Uluwatu II, Jl. Celagi Basur No. 3y, Jimbaran 80363 Indonesia"
Casablanca Dine Drink Dance,4.5,Bar,300000.0,Denpasar,"Jl. Danau Tamblingan 120, Sanur, Denpasar 80223 Indonesia"
Ayung Terrace,4.5,Asian,500000.0,Gianyar,"Jl. Raya Sayan Four Seasons Resort Bali at Sayan, Sayan, Ubud 80571 Indonesia"
Pallas Greek Taverna Seminyak,4.5,Mediterranean,300000.0,Badung,"Jl. Camplung Tanduk No. 66, Seminyak, Bali 80361 Next to Blu-Zea Resort by Double-Six, Seminyak Indonesia"
Batu Karu Kopi,5.0,Cafe,300000.0,Tabanan,"Jl. Batu Luwih Kawan, Jatiluwih 82152 Indonesia"
The Luhron,4.5,Asian,100000.0,Badung,"Jl. Cendrawasih no. 17 Kerobokan, Seminyak 80361 Indonesia"
Rama Garden Restaurant & Sports Bar,4.0,Bar,300000.0,Badung,"Jl. Padma Legian Rama Garden Hotel, Legian 80361 Indonesia"
Yuki Canggu,4.5,Japanese,300000.0,Badung,"84RH+RM2, Canggu, Kuta Utara, Bali, Canggu 80361 Indonesia"
Three Steps Social Space,5.0,Cafe,100000.0,Badung,"Jl. Raya Uluwatu Pecatu No.500, Pecatu 80361 Indonesia"
The Butchers Club Steakhouse Bali,4.0,American,300000.0,Badung,"Jl. Cendrawasih, Petitenget Kerobokan, Seminyak 80361 Indonesia"
Botanist Restaurant Ubud,5.0,American,300000.0,Gianyar,"Jalan Kelabang Moding, Banjar Bentuyung, Ubud 80571 Indonesia"
Organic Ocean Restaurant,5.0,Seafood,300000.0,Badung,"Jl. Pura Kramat Udara Bali Yoga Resort, Seseh 80251 Indonesia"
Chora Mediterranean Restaurant & Bar,4.5,International,300000.0,Gianyar,"Jl. Bisma 70, Ubud 80571 Indonesia"
Lucid Cafe Bali,5.0,Cafe,300000.0,Badung,"Jalan Raya Kampus Unud, Jimbaran 80361 Indonesia"
Java Hut - Speciality Coffee & Lounge,5.0,Bar,100000.0,Badung,"Jl. Pantai Mengiat Ayodya Resort Bali, Nusa Dua, Benoa 80363 Indonesia"
Suka Espresso,5.0,Cafe,100000.0,Gianyar,"Jl. Raya Pengosekan Ubud No.108, Ubud 80571 Indonesia"
Copper Kitchen & Bar,4.5,Steakhouse,300000.0,Gianyar,"Jl. Bisma No.68 Ubud, Ubud 80571 Indonesia"
Seafood House,4.0,Chinese,300000.0,Badung,"Jl. Kartika Plaza Complex Kuta Sidewalk, Kuta 80361 Indonesia"
Restaurant Mai-Mai,4.0,Chinese,300000.0,Badung,"Bali Collection Block B 13, Nusa Dua, Benoa 80363 Indonesia"
Warung Babi Guling Sari Dewi,4.0,Asian,100000.0,Badung,"Jl. Srikandi no. 9, Nusa Dua, Benoa Indonesia"
Pizzeria Italia Ungasan,4.5,Italian,100000.0,Badung,"Jl. Uluwatu no. 200, Ungasan 80361 Indonesia"
Warung Makan Wayan,5.0,Asian,100000.0,Tabanan,"Jl. Cemara Candikuning, Baturiti, Tabanan 82191 Indonesia"
Cafe La Pasion,4.5,Mexican,300000.0,Badung,"Jl. Pantai Balangan Direction to Balangan beach - it is after Pondok Anyar Balangan homestay, Pecatu 80363 Indonesia"
Brie Restaurant & Cheesery,5.0,Bar,300000.0,Gianyar,"Jl. Penestanan Kelod, Sayan, Ubud 80571 Indonesia"
Ina Ré,5.0,Latin,500000.0,Badung,"Jl. Munduk Catu No. 9, Canggu, Kuta Utara, Badung- Bali 80363, Canggu Indonesia"
Don Juan Mexican Restaurant and Bar,5.0,Mexican,300000.0,Badung,"Jl. Pantai Kuta No.3 Bemo Corner, Kuta 80361 Indonesia"
The Porch Cafe,4.5,Cafe,300000.0,Denpasar,"Jl. Danau Tamblingan No. 110 Flashback's, Sanur, Denpasar 80228 Indonesia"
Lumbung Restaurant,5.0,Contemporary,300000.0,Gianyar,"Jalan Suweta Visesa Ubud Resort, Ubud 80571 Indonesia"
Seagrass by the Beach,4.5,Italian,300000.0,Denpasar,"Jl. Duyung No.10a, Sanur, Denpasar 80228 Indonesia"
Queen's Of India Nusa Dua,4.0,Indian,300000.0,Badung,"Jl Pratama 65B, Tanjung Benoa Indonesia"
Taco Fiesta,5.0,Mexican,100000.0,Gianyar,"Jl. Bisma No.33, Ubud 80571 Indonesia"
Warung Heaven,5.0,Asian,100000.0,Buleleng,"Jl Pura Puseh Kecamatan Banjar, Munduk, Banjar 81152 Indonesia"
ZIN Cafe,4.5,Cafe,300000.0,Badung,"Jl. Nelayan No. 78 E Zin, Canggu 80361 Indonesia"
Kelapa Muda Ubud,4.5,Bar,300000.0,Gianyar,"Jalan Lobong Sari, Kelapa Muda Lane, Banjar Ambengan Peliatan Ubud, Ubud Indonesia"
Beachgarden - Organic Kitchen,5.0,International,300000.0,Badung,"Jl. Pantai Batu Bolong No.103-107, Canggu 80365 Indonesia"
Table Talk Ubud,5.0,American,300000.0,Gianyar,"Jalan Raya Pengosekan, Ubud 80571 Indonesia"
Mozzarella at The Magani Hotel,4.5,Italian,300000.0,Badung,"Jl. Melasti, Legian Kelod The Magani Hotel, Legian 80361 Indonesia"
Jepun Sanur,4.5,Asian,300000.0,Denpasar,"Jalan Danau Tamblingan 212, Sanur, Denpasar Indonesia"
Yuyu Resto Ceningan,5.0,American,100000.0,Klungkung,Indonesia
"Tirta Ayu Restaurant , The Water Palace , Tirtagangga",4.0,International,300000.0,Karangasem,"Within the Water Palace , Tirtagangga , East Bali Amlapura, Subagan, Karangasem 80852 Indonesia"
Cafe Pomegranate,4.0,Cafe,300000.0,Gianyar,"Jl Subak Sok Wayah, Ubud 80571 Indonesia"
Watercress,4.5,Cafe,300000.0,Badung,"Jl. Batu Belig no. 21a, Kerobokan 80361 Indonesia"
Maluku Ubud,4.5,Mediterranean,300000.0,Gianyar,"Jl. Monkey Forest, Ubud, Ubud 80572 Indonesia"
The Loft Uluwatu,4.5,Cafe,300000.0,Badung,"Jl. Labuan sait No.52, Pecatu 80361 Indonesia"
Plataran Canggu Venue & Dining,5.0,Asian,300000.0,Badung,"Jl. Pengubugan Villa Canggu by Plataran, Kerobokan 80361 Indonesia"
You & Mie,5.0,Asian,100000.0,Gianyar,"Jl. Sukma Kusuma No. 16, Peliatan, Ubud 80571 Indonesia"
Da Maria,4.5,Italian,300000.0,Badung,"Jl. Petitenget No.170, Seminyak 80361 Indonesia"
Dulang Kafe,4.5,Italian,300000.0,Badung,"Jl. Bakung Sari Kuta Square, Blok C/20-22, Kuta 80361 Indonesia"
Casa Bambu Canteen,4.5,Mexican,100000.0,Klungkung,"Jl. Raya Jungutbatu, 80716 Indonesia"
Embers,5.0,Italian,300000.0,Gianyar,"Jl. Bisma No.97, Ubud Bisma Eight Villas, Ubud 80571 Indonesia"
The Wijaya Kusuma Fine Dining Restaurant,5.0,Asian,500000.0,Gianyar,"Desa Melinggih Kelod, Banjar Begawan, Payangan Desa Melinggih Kelod, Banjar Begawan, Payangan 80572 Indonesia"
Legend Bar & Restaurant,4.0,Bar,300000.0,Badung,"Jalan Sahadewa no 9, Legian Indonesia"
Kayumanis Seaside Sanur,4.5,Seafood,300000.0,Denpasar,"Jl. Pantai Sindhu Sindhu Beach, Sanur, Denpasar 80227 Indonesia"
Street 32 Cocktail Bar & Eatery,5.0,Bar,300000.0,Badung,"Mamaka By Ovolo - Jl. Pantai Kuta, Kuta 80361 Indonesia"
Taqisa,4.5,Mexican,100000.0,Denpasar,"Jl. Danau Tamblingan No.170, Sanur, Denpasar 80228 Indonesia"
Pronto Pizza,4.5,Italian,100000.0,Badung,"Jl. Popies I, Kuta 80361 Indonesia"
Sambal Shrimp,4.5,Seafood,300000.0,Badung,"Jl. Kayu Aya no. 6, Seminyak 80361 Indonesia"
Slushy S*ciety,5.0,Bar,100000.0,Badung,"Jl. Pantai Baju Mejan No.1 Inside BURGREENS area, Canggu 80361 Indonesia"
Mykonos Greek Restaurant,3.5,Mediterranean,300000.0,Badung,"Jl. Laksmana 52 Oberoi, Kuta Utara, Kabupaten Badung,, Seminyak 80361 Indonesia"
Sushi Island,5.0,Japanese,100000.0,Klungkung,"Jl. Ped - Buyuk, 80771 Indonesia"
Lacalita,4.5,Mexican,300000.0,Badung,"Jl. Pantai Batu Bolong No.68, Canggu 80361 Indonesia"
Dua Sisi Kitchen & Bar,5.0,Bar,300000.0,Badung,"Jalan Camplung Tanduk No. 99, Seminyak 80361 Indonesia"
Ganesha Ek Sanskriti - Ayodya Nusa Dua,5.0,Indian,500000.0,Badung,"Ayodya Resort Bali, First Floor Jl. Pantai Mengiat No. 4, Nusa Dua, Bali, Nusa Dua, Benoa 80363 Indonesia"
Banger Place - Pizza x Art x Love,5.0,Italian,300000.0,Badung,"Jl. Tanah Barak No.1A, Canggu 80361 Indonesia"
Da Roma,5.0,Italian,300000.0,Badung,"Jl. Pantai Berawa 29, Canggu 80361 Indonesia"
Syrco BASÈ,5.0,Fusion,500000.0,Gianyar,"Jl. Sri Wedari No. 72 Ubud, Ubud 80571 Indonesia"
Tebu Merah Restaurant,5.0,International,300000.0,Badung,"Jl. Sri Rama no. 8 C Fairfield by Marriott Bali Legian, Legian 80361 Indonesia"
Warung Bamboo,4.0,Seafood,100000.0,Badung,"Jl. Pemelisan Agung, Jimbaran 80361 Indonesia"
